team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
PIT,2023,PIT,PIT,Team Level,4on5,82,0.15,0.12,0.15,22936.0,62.97,7.04,3.18,9.65,2.04,19.0,40.09,6.46,7.04,6.46,68.0,13.0,8.0,89.0,4.0,8.0,0.0,4.0,0.0,18.0,47.0,64.0,77.0,4.0,8.0,205.0,71.0,55.0,27.0,53.0,16.0,12.0,1.39,2.18,3.47,1.0,1.0,2.0,89.0,81.0,81.0,23.0,0.72,2.16,2.16,5.61,5.61,5.54,339.71,39.67,29.31,75.37,11.25,203.6,106.81,36.45,39.67,36.45,313.0,153.0,188.0,654.0,42.0,27.0,5.0,72.0,1.0,178.0,146.0,271.0,424.0,12.0,24.0,199.0,26.0,15.0,56.0,336.0,85.0,45.0,9.36,10.64,19.67,6.0,13.0,23.0,654.0,466.0,466.0,4.0,7.64,5.97,5.69,41.6,41.6,38.6
PIT,2023,PIT,PIT,Team Level,5on4,82,0.86,0.85,0.82,24513.0,392.51,51.07,37.01,86.11,13.92,227.21,122.71,45.72,51.07,45.72,382.0,156.0,223.0,761.0,37.0,59.0,1.0,73.0,2.0,201.0,166.0,345.0,501.0,19.0,36.0,266.0,36.0,27.0,74.0,360.0,107.0,71.0,9.83,13.16,28.08,8.0,11.0,18.0,761.0,538.0,538.0,9.0,9.73,9.96,9.65,51.13,51.13,47.38,86.54,8.54,4.74,13.11,2.84,29.59,60.19,8.33,8.54,8.33,87.0,32.0,13.0,132.0,12.0,6.0,3.0,1.0,0.0,29.0,71.0,75.0,107.0,11.0,22.0,174.0,67.0,70.0,25.0,87.0,20.0,12.0,2.78,2.38,3.37,4.0,2.0,6.0,132.0,119.0,119.0,22.0,1.08,1.5,1.55,8.06,8.06,8.04
COL,2023,COL,COL,Team Level,other,82,0.55,0.5,0.51,9368.0,141.05,38.03,9.33,23.16,4.55,73.28,49.65,35.78,38.03,35.78,137.0,61.0,55.0,253.0,37.0,7.0,0.0,28.0,0.0,65.0,61.0,100.0,161.0,7.0,17.0,120.0,16.0,24.0,18.0,96.0,45.0,57.0,4.02,5.75,28.26,6.0,4.0,27.0,253.0,198.0,198.0,9.0,2.87,2.38,2.38,38.52,38.52,36.64,141.55,31.72,10.89,26.34,4.92,74.29,43.83,29.39,31.72,29.39,136.0,56.0,65.0,257.0,29.0,20.0,3.0,21.0,1.0,73.0,48.0,107.0,163.0,9.0,18.0,145.0,21.0,21.0,20.0,94.0,48.0,50.0,3.07,6.16,22.5,5.0,5.0,19.0,257.0,192.0,192.0,9.0,3.1,5.15,5.15,29.68,29.68,28.02
COL,2023,COL,COL,Team Level,all,82,0.52,0.53,0.52,298164.0,2784.9,291.01,192.55,656.53,91.61,1503.33,1090.97,275.23,292.15,276.4,2707.0,1119.0,1506.0,5332.0,302.0,243.0,33.0,557.0,7.0,1371.0,1346.0,2405.0,3524.0,287.0,615.0,2297.0,1672.0,647.0,603.0,2713.0,809.0,304.0,80.44,99.63,110.93,107.0,111.0,84.0,5380.23,3826.0,3851.91,295.0,42.97,57.05,57.05,276.93,278.13,269.6,2586.85,270.27,180.08,614.75,85.96,1361.47,989.55,252.85,270.42,252.85,2446.0,1057.0,1309.0,4812.0,252.0,286.0,35.0,476.0,12.0,1192.0,1285.0,2194.0,3251.0,307.0,661.0,2494.0,1629.0,632.0,493.0,2528.0,642.0,333.0,70.42,80.82,119.03,78.0,85.0,89.0,4792.03,3503.0,3495.63,269.0,40.46,65.65,65.65,245.01,244.83,237.3
COL,2023,COL,COL,Team Level,5on5,82,0.52,0.53,0.52,238086.0,2145.25,186.58,140.39,536.29,71.47,1152.3,858.97,179.41,187.72,180.59,2074.0,872.0,1255.0,4201.0,196.0,186.0,22.0,438.0,6.0,1071.0,1049.0,1878.0,2750.0,256.0,547.0,1759.0,1556.0,536.0,501.0,2172.0,602.0,172.0,63.98,74.25,48.35,87.0,85.0,24.0,4249.23,2946.0,2971.9,255.0,29.2,38.68,38.69,177.08,178.28,175.18,1991.49,171.15,129.68,495.78,66.01,1053.63,788.8,163.06,171.31,163.07,1867.0,839.0,1068.0,3774.0,168.0,198.0,26.0,379.0,9.0,932.0,1020.0,1699.0,2538.0,264.0,575.0,1897.0,1535.0,527.0,419.0,2039.0,485.0,182.0,56.63,61.43,53.09,70.0,64.0,34.0,3754.03,2706.0,2698.63,240.0,27.03,43.18,43.44,154.69,154.51,151.51
COL,2023,COL,COL,Team Level,4on5,82,0.11,0.13,0.15,24634.0,67.81,7.17,3.54,9.54,2.0,21.39,47.36,7.05,7.17,7.05,71.0,20.0,11.0,102.0,6.0,7.0,0.0,6.0,0.0,9.0,63.0,65.0,85.0,10.0,23.0,177.0,76.0,68.0,26.0,65.0,17.0,9.0,2.33,2.05,2.79,1.0,3.0,2.0,102.0,91.0,91.0,24.0,0.81,1.53,1.53,6.45,6.45,6.43,380.05,58.08,35.37,81.76,12.34,211.29,111.16,51.5,58.08,51.5,367.0,143.0,164.0,674.0,49.0,56.0,6.0,71.0,1.0,174.0,159.0,318.0,461.0,23.0,46.0,253.0,15.0,21.0,35.0,335.0,91.0,84.0,8.97,10.84,38.26,3.0,14.0,32.0,674.0,510.0,510.0,5.0,9.38,14.73,14.47,52.98,52.98,50.23
COL,2023,COL,COL,Team Level,5on4,82,0.86,0.88,0.86,26076.0,430.79,59.23,39.28,87.57,13.58,256.35,135.0,52.99,59.23,52.99,425.0,166.0,185.0,776.0,63.0,43.0,11.0,85.0,1.0,226.0,173.0,362.0,528.0,14.0,28.0,241.0,24.0,19.0,58.0,380.0,145.0,66.0,10.11,17.58,31.54,13.0,19.0,31.0,776.0,591.0,591.0,7.0,10.09,14.45,14.44,54.88,54.88,51.34,73.78,9.3,4.14,10.86,2.69,22.25,45.76,8.89,9.3,8.89,76.0,19.0,12.0,107.0,6.0,12.0,0.0,5.0,1.0,13.0,58.0,70.0,89.0,11.0,22.0,199.0,58.0,63.0,19.0,60.0,18.0,17.0,1.75,2.38,5.18,0.0,2.0,4.0,107.0,95.0,95.0,15.0,0.95,2.59,2.59,7.65,7.65,7.53
WPG,2023,WPG,WPG,Team Level,other,82,0.54,0.42,0.45,8614.0,109.42,35.09,7.38,18.3,3.69,53.44,33.09,33.9,35.09,33.9,111.0,40.0,45.0,196.0,35.0,8.0,3.0,14.0,1.0,46.0,47.0,76.0,116.0,4.0,8.0,89.0,31.0,22.0,22.0,63.0,39.0,49.0,2.75,4.87,27.48,3.0,5.0,27.0,196.0,151.0,151.0,18.0,2.14,2.45,2.45,34.79,34.79,33.89,135.23,29.66,11.05,25.22,4.93,77.32,36.83,26.05,29.66,26.05,130.0,55.0,87.0,272.0,24.0,19.0,3.0,20.0,1.0,75.0,46.0,106.0,161.0,2.0,4.0,92.0,34.0,13.0,22.0,96.0,37.0,52.0,3.51,4.88,21.27,5.0,1.0,18.0,272.0,185.0,185.0,14.0,3.24,6.23,6.23,26.67,26.67,24.74
WPG,2023,WPG,WPG,Team Level,all,82,0.5,0.5,0.51,297069.0,2579.34,247.1,173.13,622.72,87.03,1410.7,1052.33,237.75,249.19,239.8,2489.0,1104.0,1310.0,4903.0,259.0,257.0,37.0,555.0,9.0,1181.0,1332.0,2230.0,3334.0,263.0,611.0,2169.0,1851.0,524.0,555.0,2702.0,636.0,255.0,73.52,80.33,93.25,88.0,88.0,83.0,4955.66,3593.0,3633.65,404.0,38.04,53.04,53.09,232.07,234.18,228.84,2541.16,242.81,172.9,628.64,86.54,1382.71,996.4,229.07,242.19,228.53,2429.0,1081.0,1336.0,4846.0,198.0,290.0,29.0,494.0,3.0,1241.0,1284.0,2231.0,3312.0,282.0,648.0,2389.0,1926.0,459.0,685.0,2630.0,595.0,285.0,71.01,74.61,97.2,64.0,57.0,77.0,4803.4,3510.0,3483.66,498.0,38.67,62.75,62.75,218.73,218.08,211.7
WPG,2023,WPG,WPG,Team Level,5on5,82,0.51,0.51,0.51,242687.0,2092.94,170.67,133.68,526.41,70.9,1145.77,876.57,164.53,172.77,166.59,2010.0,914.0,1079.0,4003.0,179.0,211.0,31.0,456.0,7.0,964.0,1107.0,1831.0,2745.0,244.0,573.0,1718.0,1720.0,439.0,466.0,2257.0,506.0,161.0,61.05,64.16,45.47,78.0,68.0,33.0,4055.66,2924.0,2964.65,350.0,27.71,43.05,43.23,155.17,157.29,154.43,2002.04,161.65,127.48,518.55,67.98,1079.47,809.86,153.88,161.03,153.34,1913.0,852.0,1065.0,3830.0,121.0,227.0,16.0,406.0,2.0,964.0,1045.0,1792.0,2644.0,262.0,610.0,1859.0,1799.0,374.0,574.0,2150.0,450.0,165.0,58.02,56.17,47.46,55.0,39.0,27.0,3787.4,2765.0,2738.66,423.0,26.5,45.57,45.57,142.58,141.93,139.13
WPG,2023,WPG,WPG,Team Level,4on5,82,0.1,0.11,0.13,21475.0,57.3,4.98,2.59,8.43,1.78,17.58,40.64,4.92,4.98,4.92,58.0,18.0,5.0,81.0,2.0,1.0,0.0,8.0,0.0,9.0,56.0,56.0,74.0,5.0,10.0,150.0,71.0,46.0,35.0,58.0,11.0,7.0,1.48,1.51,2.0,0.0,1.0,1.0,81.0,76.0,76.0,34.0,0.6,0.36,0.36,5.22,5.22,5.2,349.7,47.04,31.83,76.99,12.05,209.37,111.71,44.69,47.04,44.69,333.0,156.0,175.0,664.0,48.0,44.0,10.0,63.0,0.0,191.0,143.0,285.0,441.0,12.0,24.0,214.0,28.0,14.0,30.0,334.0,91.0,64.0,8.21,11.45,27.37,3.0,13.0,32.0,664.0,489.0,489.0,4.0,8.33,10.94,10.94,44.43,44.43,42.8
WPG,2023,WPG,WPG,Team Level,5on4,82,0.89,0.89,0.86,24293.0,319.69,36.34,29.48,69.58,10.66,193.91,102.02,34.4,36.34,34.4,310.0,132.0,181.0,623.0,43.0,37.0,3.0,77.0,1.0,162.0,122.0,267.0,399.0,10.0,20.0,212.0,29.0,17.0,32.0,324.0,80.0,38.0,8.24,9.79,18.32,7.0,14.0,22.0,623.0,442.0,442.0,2.0,7.58,7.19,7.06,36.88,36.88,35.32,54.19,4.47,2.54,7.88,1.57,16.55,38.0,4.46,4.47,4.46,53.0,18.0,9.0,80.0,5.0,0.0,0.0,5.0,0.0,11.0,50.0,48.0,66.0,6.0,10.0,224.0,65.0,58.0,59.0,50.0,17.0,4.0,1.26,2.11,1.1,1.0,4.0,0.0,80.0,71.0,71.0,57.0,0.59,0.0,0.0,5.05,5.05,5.04
DET,2023,DET,DET,Team Level,other,82,0.52,0.53,0.51,11068.0,159.23,36.13,10.87,28.49,5.38,80.86,53.28,33.55,36.13,33.55,148.0,67.0,83.0,298.0,39.0,15.0,5.0,22.0,0.0,68.0,71.0,109.0,176.0,9.0,16.0,141.0,32.0,24.0,15.0,110.0,52.0,53.0,4.3,6.28,25.55,5.0,10.0,24.0,298.0,215.0,215.0,7.0,3.24,5.44,5.44,33.93,33.93,32.25,150.08,33.27,9.6,28.17,5.03,72.53,57.4,31.46,33.27,31.46,136.0,70.0,63.0,269.0,26.0,11.0,1.0,21.0,1.0,83.0,64.0,110.0,180.0,12.0,22.0,121.0,27.0,27.0,28.0,101.0,58.0,47.0,4.15,7.08,22.04,4.0,7.0,15.0,269.0,206.0,206.0,13.0,2.82,2.78,2.78,33.3,33.3,31.71
DET,2023,DET,DET,Team Level,all,82,0.47,0.47,0.47,298826.0,2477.56,242.89,164.7,592.9,82.99,1333.33,973.19,230.54,243.19,230.83,2375.0,1015.0,1291.0,4681.0,275.0,228.0,42.0,448.0,9.0,1163.0,1267.0,2100.0,3115.0,301.0,642.0,2386.0,1682.0,457.0,591.0,2547.0,575.0,268.0,72.38,70.32,100.19,97.0,93.0,85.0,4659.48,3390.0,3380.06,321.0,37.09,51.61,51.83,228.14,228.63,221.64,2800.45,272.6,186.99,687.39,95.04,1515.24,1109.73,258.81,273.6,259.8,2657.0,1210.0,1470.0,5337.0,273.0,279.0,36.0,544.0,12.0,1432.0,1327.0,2384.0,3594.0,338.0,710.0,2331.0,1644.0,510.0,587.0,2881.0,698.0,288.0,82.35,87.06,103.19,100.0,104.0,69.0,5368.43,3867.0,3890.95,302.0,41.77,56.52,56.52,257.85,258.83,250.21
DET,2023,DET,DET,Team Level,5on5,82,0.46,0.46,0.46,240094.0,1848.82,145.98,115.55,466.74,62.54,993.15,755.05,140.05,146.29,140.32,1761.0,778.0,1017.0,3556.0,179.0,171.0,27.0,350.0,8.0,845.0,986.0,1582.0,2360.0,262.0,563.0,1814.0,1529.0,394.0,500.0,1998.0,402.0,139.0,56.16,50.09,39.73,87.0,63.0,29.0,3534.47,2539.0,2529.06,286.0,23.9,34.37,34.97,134.91,135.4,133.38,2154.64,171.86,136.7,557.3,73.35,1179.76,870.01,165.44,172.85,166.43,2041.0,948.0,1187.0,4176.0,190.0,206.0,27.0,435.0,10.0,1095.0,1053.0,1851.0,2799.0,291.0,620.0,1789.0,1522.0,422.0,508.0,2332.0,506.0,151.0,65.46,63.44,42.95,78.0,85.0,27.0,4207.43,2989.0,3012.95,276.0,28.34,38.81,39.09,161.1,162.08,159.17
DET,2023,DET,DET,Team Level,4on5,82,0.09,0.1,0.12,22458.0,58.84,6.13,3.15,9.16,1.96,19.03,38.58,5.83,6.13,5.83,66.0,12.0,8.0,86.0,5.0,3.0,1.0,6.0,0.0,19.0,45.0,61.0,73.0,14.0,28.0,175.0,93.0,30.0,25.0,55.0,11.0,12.0,1.21,1.43,3.48,1.0,3.0,1.0,86.0,78.0,78.0,25.0,0.73,1.01,1.01,5.84,5.84,5.73,411.76,60.04,36.82,89.56,14.22,238.14,123.22,54.59,60.04,54.59,388.0,174.0,205.0,767.0,47.0,56.0,8.0,80.0,1.0,238.0,140.0,341.0,515.0,22.0,42.0,228.0,28.0,11.0,34.0,365.0,116.0,81.0,10.43,14.27,35.35,12.0,9.0,26.0,767.0,562.0,562.0,0.0,9.72,13.61,13.33,56.42,56.42,52.34
DET,2023,DET,DET,Team Level,5on4,82,0.88,0.86,0.84,25206.0,410.68,54.65,35.13,88.52,13.12,240.31,126.28,51.12,54.65,51.12,400.0,158.0,183.0,741.0,52.0,39.0,9.0,70.0,1.0,231.0,165.0,348.0,506.0,16.0,35.0,256.0,28.0,9.0,51.0,384.0,110.0,64.0,10.71,12.52,31.42,4.0,17.0,31.0,741.0,558.0,558.0,3.0,9.23,10.79,10.41,53.46,53.46,50.27,83.95,7.44,3.86,12.36,2.42,24.82,59.1,7.32,7.44,7.32,92.0,18.0,15.0,125.0,10.0,6.0,0.0,8.0,0.0,16.0,70.0,82.0,100.0,13.0,26.0,193.0,67.0,50.0,17.0,83.0,18.0,9.0,2.31,2.27,2.85,6.0,3.0,1.0,125.0,110.0,110.0,13.0,0.9,1.31,1.31,7.02,7.02,7.0
CAR,2023,CAR,CAR,Team Level,other,82,0.54,0.56,0.54,9364.0,133.3,33.1,8.99,24.54,4.6,71.24,43.53,31.42,33.1,31.42,122.0,64.0,82.0,268.0,38.0,11.0,3.0,19.0,0.0,73.0,45.0,84.0,148.0,7.0,14.0,135.0,18.0,28.0,18.0,90.0,43.0,53.0,3.88,4.72,24.49,7.0,6.0,25.0,268.0,186.0,186.0,6.0,2.6,3.28,3.28,32.41,32.41,31.46,115.56,28.77,7.4,20.08,3.71,57.08,42.95,26.24,28.77,26.24,107.0,53.0,48.0,208.0,23.0,8.0,3.0,13.0,0.0,55.0,61.0,84.0,137.0,3.0,6.0,98.0,34.0,23.0,21.0,74.0,41.0,45.0,2.52,4.73,21.52,2.0,6.0,15.0,208.0,160.0,160.0,3.0,2.14,3.33,3.33,27.58,27.58,25.88
CAR,2023,CAR,CAR,Team Level,all,82,0.56,0.59,0.58,298362.0,3003.31,285.86,196.43,761.79,104.08,1629.83,1180.0,270.79,287.62,272.44,2735.0,1423.0,1663.0,5821.0,277.0,312.0,35.0,617.0,11.0,1574.0,1367.0,2458.0,3881.0,283.0,601.0,2551.0,1383.0,621.0,680.0,3129.0,715.0,314.0,87.38,87.83,110.64,91.0,87.0,99.0,5889.97,4158.0,4194.99,313.0,43.44,56.71,56.74,272.56,274.05,266.64,2183.27,220.48,145.04,538.72,73.68,1144.27,854.81,209.31,219.39,208.28,2101.0,876.0,1022.0,3999.0,211.0,237.0,29.0,401.0,5.0,986.0,1137.0,1890.0,2766.0,284.0,605.0,2302.0,1743.0,557.0,699.0,2161.0,559.0,257.0,60.36,70.2,89.92,79.0,70.0,62.0,3957.2,2977.0,2954.5,373.0,32.23,51.4,51.4,201.31,200.37,195.39
CAR,2023,CAR,CAR,Team Level,5on5,82,0.56,0.6,0.59,241736.0,2406.96,187.57,151.14,639.31,83.81,1314.35,966.84,179.48,189.33,181.14,2149.0,1194.0,1368.0,4711.0,169.0,251.0,22.0,509.0,11.0,1285.0,1118.0,1980.0,3174.0,253.0,536.0,1975.0,1284.0,501.0,570.0,2627.0,541.0,175.0,72.03,66.85,48.69,76.0,57.0,36.0,4779.97,3343.0,3379.98,269.0,31.36,39.78,40.16,178.77,180.25,176.21,1733.12,147.58,109.77,446.65,58.88,916.45,689.66,141.16,146.5,140.13,1668.0,701.0,829.0,3198.0,146.0,186.0,18.0,342.0,5.0,780.0,910.0,1522.0,2223.0,250.0,526.0,1801.0,1631.0,472.0,589.0,1796.0,420.0,153.0,50.19,53.03,44.36,70.0,52.0,24.0,3156.2,2369.0,2346.5,348.0,22.84,36.93,36.97,133.45,132.51,130.19
CAR,2023,CAR,CAR,Team Level,4on5,82,0.16,0.21,0.24,24791.0,83.92,7.32,4.17,13.13,2.79,27.38,58.2,7.26,7.32,7.26,91.0,22.0,18.0,131.0,9.0,3.0,1.0,6.0,0.0,23.0,72.0,82.0,104.0,6.0,17.0,203.0,53.0,71.0,36.0,82.0,23.0,8.0,2.48,2.75,2.08,2.0,6.0,1.0,131.0,113.0,113.0,33.0,0.94,0.33,0.33,7.93,7.93,7.88,273.96,38.83,24.72,62.47,9.19,151.17,80.62,36.66,38.83,36.66,259.0,108.0,137.0,504.0,35.0,41.0,7.0,44.0,0.0,131.0,116.0,224.0,332.0,19.0,43.0,218.0,25.0,28.0,64.0,233.0,81.0,53.0,6.09,10.22,22.53,6.0,7.0,22.0,504.0,367.0,367.0,2.0,6.55,10.84,10.81,34.58,34.58,33.64
CAR,2023,CAR,CAR,Team Level,5on4,82,0.92,0.89,0.86,22471.0,379.12,57.86,32.13,84.82,12.88,216.87,111.43,52.63,57.86,52.63,373.0,143.0,195.0,711.0,61.0,47.0,9.0,83.0,0.0,193.0,132.0,312.0,455.0,17.0,34.0,238.0,28.0,21.0,56.0,330.0,108.0,78.0,8.99,13.5,35.37,6.0,18.0,37.0,711.0,516.0,516.0,5.0,8.54,13.31,12.96,53.44,53.44,51.09,60.63,5.29,3.15,9.52,1.9,19.56,41.57,5.26,5.29,5.26,67.0,14.0,8.0,89.0,7.0,2.0,1.0,2.0,0.0,20.0,50.0,60.0,74.0,12.0,30.0,185.0,53.0,34.0,25.0,58.0,17.0,6.0,1.56,2.22,1.51,1.0,5.0,1.0,89.0,81.0,81.0,20.0,0.71,0.3,0.3,5.71,5.71,5.68
NJD,2023,NJD,NJD,Team Level,other,82,0.44,0.52,0.5,11851.0,160.22,38.49,11.83,28.72,5.53,85.25,48.18,34.82,38.49,34.82,162.0,56.0,84.0,302.0,38.0,25.0,4.0,24.0,1.0,69.0,61.0,124.0,180.0,6.0,12.0,128.0,22.0,23.0,27.0,98.0,59.0,61.0,4.21,7.31,26.97,9.0,7.0,22.0,302.0,218.0,218.0,12.0,3.42,8.32,8.32,33.58,33.58,31.33,157.17,48.5,10.56,25.94,5.16,79.14,48.69,45.29,48.5,45.29,151.0,67.0,66.0,284.0,44.0,16.0,3.0,23.0,0.0,72.0,63.0,107.0,174.0,10.0,23.0,122.0,27.0,25.0,21.0,94.0,44.0,80.0,3.83,5.56,39.11,5.0,4.0,35.0,284.0,218.0,218.0,7.0,3.04,5.36,5.36,46.19,46.19,43.29
NJD,2023,NJD,NJD,Team Level,all,82,0.5,0.52,0.51,296958.0,2628.02,274.6,179.92,639.14,90.21,1405.88,1006.38,259.09,275.46,259.95,2516.0,1082.0,1534.0,5132.0,264.0,321.0,38.0,493.0,12.0,1186.0,1322.0,2252.0,3334.0,283.0,627.0,2461.0,1667.0,563.0,644.0,2598.0,648.0,352.0,74.39,82.3,117.92,92.0,82.0,90.0,5137.69,3598.0,3603.33,310.0,40.18,73.52,73.58,241.13,242.0,234.94,2567.06,269.61,174.63,606.8,86.74,1374.01,1011.21,256.31,271.18,257.78,2458.0,1065.0,1229.0,4752.0,281.0,290.0,36.0,451.0,14.0,1189.0,1298.0,2177.0,3242.0,282.0,639.0,2136.0,1868.0,582.0,585.0,2522.0,673.0,328.0,70.22,83.64,115.75,89.0,85.0,107.0,4774.95,3523.0,3541.51,268.0,38.71,59.39,59.39,248.93,250.17,242.09
NJD,2023,NJD,NJD,Team Level,5on5,82,0.52,0.52,0.51,239134.0,2074.36,186.49,135.36,529.35,71.69,1103.6,814.64,177.9,187.35,178.75,1953.0,890.0,1195.0,4038.0,177.0,252.0,27.0,395.0,9.0,927.0,1083.0,1776.0,2666.0,254.0,563.0,1906.0,1556.0,483.0,540.0,2135.0,485.0,223.0,59.65,62.17,64.68,72.0,67.0,38.0,4043.69,2843.0,2848.33,279.0,28.23,54.15,54.45,160.21,161.08,158.31,2007.13,173.39,129.34,500.24,68.08,1070.85,813.11,166.26,174.95,167.73,1924.0,831.0,983.0,3738.0,185.0,233.0,27.0,387.0,11.0,907.0,1032.0,1739.0,2570.0,242.0,550.0,1653.0,1721.0,482.0,490.0,2047.0,518.0,190.0,56.14,64.86,52.4,72.0,67.0,46.0,3760.95,2755.0,2773.51,234.0,26.87,46.48,46.76,153.5,154.73,151.95
NJD,2023,NJD,NJD,Team Level,4on5,82,0.1,0.12,0.14,23054.0,57.55,4.33,2.68,8.44,1.82,19.08,41.65,4.27,4.33,4.27,62.0,16.0,12.0,90.0,3.0,2.0,0.0,7.0,0.0,16.0,50.0,59.0,75.0,8.0,16.0,206.0,67.0,43.0,18.0,65.0,7.0,6.0,1.74,0.82,1.77,1.0,1.0,1.0,90.0,78.0,78.0,15.0,0.61,0.61,0.61,4.32,4.32,4.31,334.74,39.9,31.09,71.05,11.4,203.32,104.23,37.07,39.9,37.07,317.0,144.0,174.0,635.0,44.0,39.0,5.0,35.0,2.0,193.0,148.0,273.0,417.0,21.0,42.0,174.0,29.0,15.0,49.0,324.0,90.0,47.0,8.14,10.48,21.28,10.0,9.0,25.0,635.0,461.0,461.0,5.0,7.97,7.2,6.93,40.94,40.94,38.65
NJD,2023,NJD,NJD,Team Level,5on4,82,0.85,0.88,0.84,22919.0,335.9,45.3,30.06,72.62,11.18,197.93,101.91,42.11,45.3,42.11,339.0,120.0,243.0,702.0,46.0,42.0,7.0,67.0,2.0,174.0,128.0,293.0,413.0,15.0,36.0,221.0,22.0,14.0,59.0,300.0,97.0,62.0,8.79,12.0,24.5,10.0,7.0,29.0,702.0,459.0,459.0,4.0,7.92,10.43,10.2,43.0,43.0,40.98,68.02,7.82,3.65,9.56,2.1,20.7,45.17,7.69,7.82,7.69,66.0,23.0,6.0,95.0,8.0,2.0,1.0,6.0,1.0,17.0,55.0,58.0,81.0,9.0,24.0,187.0,91.0,60.0,25.0,57.0,21.0,11.0,2.1,2.75,2.97,2.0,5.0,1.0,95.0,89.0,89.0,22.0,0.83,0.34,0.34,8.31,8.31,8.2
WSH,2023,WSH,WSH,Team Level,other,82,0.5,0.45,0.47,8634.0,131.38,30.5,9.09,25.39,4.74,67.0,44.29,27.01,30.5,27.01,117.0,64.0,50.0,231.0,27.0,18.0,3.0,16.0,2.0,64.0,54.0,90.0,154.0,2.0,4.0,120.0,34.0,24.0,13.0,96.0,42.0,43.0,3.7,5.06,21.73,5.0,3.0,19.0,231.0,181.0,181.0,5.0,2.67,6.54,6.54,26.64,26.64,24.07,146.12,30.93,10.52,27.82,5.17,78.55,49.01,28.49,30.93,28.49,135.0,67.0,79.0,281.0,24.0,13.0,1.0,24.0,3.0,84.0,54.0,111.0,178.0,7.0,18.0,116.0,26.0,39.0,16.0,108.0,54.0,40.0,4.1,6.46,20.38,7.0,6.0,11.0,281.0,202.0,202.0,7.0,3.03,3.37,3.37,30.6,30.6,28.57
